,airplane,automobile,deer,dog,frog,horse,ship,truck
ship,0.9705909907512726,0.9053627780983792,0.8202643947691192,0.8030310194075116,0.7823397128344594,0.8212932015037296,1.0,0.8971179026355284
truck,0.8924751254568724,0.9739889672545984,0.8155723740477621,0.8011825843853488,0.7843571323868938,0.835765322219442,0.8966584942490827,1.0
