,airplane,automobile,deer,dog,frog,horse,ship,truck,bird,cat
bird,0.9396351651560361,0.6766674693276806,0.9675887250411158,0.9391678588110192,0.9237119813619608,0.9036603110106406,0.8821385850591466,0.7772280527888222,1.0,0.9902018514435781
cat,0.9107784202905553,0.682176775620764,0.9618483970690087,0.9749398494737246,0.9202733030525698,0.9150736219114537,0.8649210378548423,0.7792233736725089,0.9907652210545725,1.0
