,airplane,automobile,deer,dog,frog,horse,ship,truck
ship,0.962450175667384,0.7938964402180644,0.8690448955396464,0.8552893874158464,0.8504890123884253,0.8236100789194227,1.0,0.8452200098512108
truck,0.8900356955749126,0.9286838221258492,0.830066159849984,0.8287683340108132,0.8216962517629351,0.8278622977688485,0.8728874389066574,1.0
