,airplane,automobile,deer,dog,frog,horse,ship,truck
ship,0.9751277465821069,0.82225441948351,0.8579766913756846,0.8363289546662676,0.8298829426380585,0.8171418671632541,1.0,0.8612873780911187
truck,0.8936662995511078,0.9510357457224745,0.8204591225932552,0.8196816901360537,0.7963687541434057,0.8287726334192513,0.8900157544344518,1.0
