,airplane,automobile,deer,dog,frog,horse,ship,truck
ship,0.9616766539414097,0.8039193932380595,0.8724787133541556,0.840523141927721,0.8450767475685145,0.8367835714156948,1.0,0.839541778554445
truck,0.890732960475364,0.9320056868072518,0.8334117504235288,0.8186343425845731,0.8161810895809356,0.8387566065760546,0.870277563552292,1.0
