,airplane,automobile,deer,dog,frog,horse,ship,truck,bird,cat
bird,0.9132281345117039,0.8143505985867533,0.9746655453544147,0.9406740189011297,0.9272633482163828,0.9075988817618317,0.8047715316704113,0.7529744777656073,1.0,0.9644734632317653
cat,0.8676961615065577,0.8147058853702959,0.9583624747594709,0.9900892603704916,0.914382008554607,0.9259129691814604,0.78177372056293,0.7804410487014988,0.9666364709926879,1.0
