,airplane,automobile,deer,dog,frog,horse,ship,truck
ship,0.9654427199226675,0.8058710374951217,0.8744877763314449,0.8409964266151477,0.8455998720603217,0.8268104464479505,1.0,0.840791721127346
truck,0.8868307829040553,0.9349760368386949,0.8296730494239865,0.8263882196709875,0.8161137454216247,0.8332091862607836,0.8728089794798677,1.0
