,airplane,automobile,deer,dog,frog,horse
frog,0.8139022815198316,0.6459524437407436,0.8896895604945017,0.8574740276717167,1.0,0.7929816865732064
horse,0.8498007779851172,0.5858030969087935,0.9117728274389809,0.899475190498586,0.7531481071685223,1.0
