,airplane,automobile,deer,dog,frog,horse
frog,0.6055860057012967,0.5583660939799795,0.9757295876645824,0.9143627254117163,1.0,0.9459555872424251
horse,0.6379301628698615,0.4714733962508264,0.9766386240203031,0.9713691600721065,0.9425886567869026,1.0
