,airplane,automobile,deer,dog,frog,horse,ship,truck,bird,cat
bird,0.9459047026916169,0.7139762742477278,0.98626751978307,0.9654134570881192,0.9710393683289225,0.8979348960347824,0.8841113681618213,0.6546548775654586,1.0,0.9806975360984812
cat,0.9166132736934158,0.7213931941075771,0.9694878613209017,0.9940172719850557,0.9633621315340499,0.9059692685502713,0.8652141869370452,0.6833562550140336,0.9805865568576496,1.0
