,airplane,automobile,deer,dog,frog,horse
frog,0.7953164224247475,0.6850556082490641,0.8923927263225003,0.8317084346730926,1.0,0.7955268083305955
horse,0.8753742063226273,0.602134910199437,0.9318134563125088,0.8894441043744621,0.7012333227909648,1.0
