,airplane,automobile,deer,dog,frog,horse,ship,truck
ship,0.9579794588021294,0.8087032184408881,0.8762516058034543,0.8413046454824608,0.8379292896368999,0.8267540850597815,1.0,0.8510776967743858
truck,0.8941875917141205,0.9279295374864647,0.837923820012703,0.8197886224364098,0.8118834063398787,0.8318971995642941,0.8763898224461294,1.0
