,airplane,automobile,deer,dog,frog,horse
frog,0.816789873653909,0.6590408705213981,0.8825378633124478,0.8511104579582341,1.0,0.7905209345540108
horse,0.8605420748512085,0.5951243703455973,0.913514048886779,0.8895862401799922,0.7412332657364232,1.0
