,airplane,automobile,deer,dog,frog,horse
frog,0.7841889307649297,0.7256588829355508,0.8798791560134621,0.8248438589142162,1.0,0.7854291713718411
horse,0.8944904905080445,0.5921943531684573,0.9448107579483178,0.9323030848084352,0.6362013135667455,1.0
