,airplane,automobile,deer,dog,frog,horse,ship,truck,bird,cat
bird,0.936536610495539,0.6548522702970537,0.9713934950961611,0.9445820034435206,0.9289188307481177,0.9148933144219461,0.8816328243435767,0.7771441323722191,1.0,0.990046518781866
cat,0.9070999705992118,0.6637003779689519,0.9681779957449872,0.9779661089397117,0.9228899798515302,0.92459537798933,0.8651920347290474,0.7797700045226119,0.9906081496546177,1.0
