,airplane,automobile,deer,dog,frog,horse,ship,truck,bird,cat
bird,0.9180611964450177,0.7358663028051626,0.9814126963773634,0.9580942515309655,0.9508951428754752,0.9193503600024497,0.8519968810384838,0.7107143986834785,1.0,0.9736087702416035
cat,0.8775798539268289,0.7458238320936365,0.9709351107899699,0.9938296165699719,0.9458285718556276,0.9332341785613878,0.8211657513452024,0.7375456509389497,0.9740574339184251,1.0
