,airplane,automobile,deer,dog,frog,horse,ship,truck,bird,cat
bird,0.9307245111952835,0.7376936752882413,0.9837222179712026,0.9593318418147098,0.9584229276171004,0.9142549661501088,0.8466769317646259,0.6911537181535405,1.0,0.9780192100451872
cat,0.8991685586815836,0.7469557589558109,0.9718306716832806,0.9915302184238852,0.9444190182411999,0.9218068029121855,0.8294085723714825,0.7178788691588451,0.9770015295717265,1.0
