,airplane,automobile,deer,dog,frog,horse,ship,truck,bird,cat
bird,0.9188138015057661,0.68587368204282,0.9725314748639592,0.958227188245084,0.9810136541795363,0.9320351193584113,0.9123410440818096,0.6724331276516284,1.0,0.9667309080709848
cat,0.8600948068672181,0.6979239505171859,0.9745340059952933,0.9935376513135591,0.9539498686252368,0.9519044719872187,0.8806879492363539,0.7189927805287715,0.9683745149291628,1.0
