,airplane,automobile,deer,dog,frog,horse
frog,0.8075918053374574,0.657212495572284,0.8901090973780774,0.8514203971910774,1.0,0.7936662045211036
horse,0.8587797436672517,0.5901662129527953,0.9258243818742197,0.8940102426103149,0.7312194188954184,1.0
