,airplane,automobile,deer,dog,frog,horse,ship,truck,bird,cat
bird,0.9461920988166618,0.7190742875181466,0.9593951454049144,0.9483627666934185,0.9314103159747791,0.8829153203248659,0.8801913449501124,0.769996517066533,1.0,0.9624622032505682
cat,0.9070016320252369,0.7203932182569268,0.9566624503527377,0.9838450312276968,0.9250606578776309,0.9078406525182471,0.8587202497817776,0.779597371315092,0.9608787366446543,1.0
