,airplane,automobile,deer,dog,frog,horse,ship,truck
ship,0.9685717931152258,0.8255668511164809,0.8628622240368402,0.8198397334605311,0.8158571354727941,0.8363028379360726,1.0,0.8709994248620552
truck,0.8974934317059357,0.9360547305405559,0.8321672451789125,0.8083619294985007,0.7991303106296626,0.8411449113550588,0.8856474410913739,1.0
