,airplane,automobile,deer,dog,frog,horse,ship,truck
ship,0.9692925018865398,0.8097543573073008,0.8729820579594747,0.8298985777616588,0.8468464880755622,0.8304806151766155,1.0,0.8407454018328482
truck,0.8843779192266218,0.9407965900631721,0.8350514400179584,0.8167605534769635,0.8156340891714131,0.8372355491162156,0.8701438589276557,1.0
