,airplane,automobile,deer,dog,frog,horse
frog,0.8031759639434212,0.6849934395262944,0.8820496830041203,0.8494684688993995,1.0,0.7803124446267646
horse,0.8613212729869271,0.6377102031432509,0.9037462050642413,0.8912466607620869,0.7059756580434937,1.0
