,airplane,automobile,deer,dog,frog,horse
frog,0.8087523109480864,0.6772083616756619,0.8858693753459416,0.844514811055633,1.0,0.7836551409746771
horse,0.8603424623931413,0.6317551771177601,0.9015776599550919,0.8953053192550329,0.7110193812789738,1.0
