,airplane,automobile,deer,dog,frog,horse,ship,truck
ship,0.9570256692088335,0.8050986147816751,0.8758226779362384,0.8411644038893603,0.841041505415379,0.8258804094210627,1.0,0.8539667193474512
truck,0.8952857951782289,0.923823113488242,0.8401289863828056,0.8199902207899913,0.8130664796839083,0.8330449018131776,0.8746605026636463,1.0
