,airplane,automobile,deer,dog,frog,horse,ship,truck
ship,0.9685922903596149,0.8261067364078526,0.8677025721826037,0.8225674248162387,0.8272809988614656,0.833321007150377,1.0,0.8544289702218475
truck,0.8915059440876417,0.9454729462881405,0.8325294595368378,0.8117812245817626,0.7999817934850602,0.8416804462406753,0.877048185779882,1.0
