,airplane,automobile,deer,dog,frog,horse
frog,0.8009528627806302,0.6704086870238385,0.8814169834033917,0.8495912393391615,1.0,0.7976302274529782
horse,0.8727337669195463,0.5825077798845901,0.9231641935359879,0.9036281840243583,0.7179660756355174,1.0
