,airplane,automobile,deer,dog,frog,horse,ship,truck
ship,0.9634630016097565,0.8171358957660145,0.8739637818170145,0.8309786917070147,0.8397046626461891,0.8229189857632611,1.0,0.8518349806907497
truck,0.8950769949561533,0.9309380321296016,0.8374853661260442,0.8160913955879814,0.8144579595131418,0.8308363735121875,0.8751138781748902,1.0
