,airplane,automobile,deer,dog,frog,horse,ship,truck
ship,0.9853417444747201,0.8161348389740555,0.8633580879087803,0.8181976955222691,0.8350863642098827,0.8075842001544832,1.0,0.8742970687558094
truck,0.8941744358606931,0.9576445020850521,0.8214320523616747,0.8054976752346242,0.7930399182227839,0.8342853492551331,0.8939260669800388,1.0
