,airplane,automobile,deer,dog,frog,horse
frog,0.8078278386476545,0.6638253460530816,0.8984282357923877,0.838473791659089,1.0,0.7914447878477869
horse,0.8539433752698329,0.6000923451399607,0.9164352481686016,0.9085792673928331,0.7209497640287719,1.0
