,airplane,automobile,deer,dog,frog,horse,ship,truck
ship,0.9751629841911816,0.7779742712718356,0.8646135952144424,0.8519509155875985,0.8550775969236444,0.8320569551352669,1.0,0.8431636816760308
truck,0.8882784662576231,0.9453296304539253,0.8153433537358912,0.8215098984536682,0.8117634156804686,0.8299714642079389,0.8878037712104848,1.0
