,airplane,automobile,deer,dog,frog,horse,ship,truck
ship,0.9653458935912953,0.8098826327671307,0.8801271834452077,0.8177505767250444,0.8428437765755442,0.8261022414788235,1.0,0.8579476954169543
truck,0.8943131437237168,0.9401964471230128,0.8371114035890396,0.8001218485093383,0.8159819115018746,0.8280423163121852,0.8842329292408327,1.0
