,airplane,automobile,deer,dog,frog,horse
frog,0.7913449440885955,0.6834854879858421,0.8913861865986844,0.8407007967778917,1.0,0.7930825845489864
horse,0.8522255477720053,0.608916540541306,0.9223752835551904,0.9061388457939722,0.7103437823375259,1.0
