,airplane,automobile,deer,dog,frog,horse,ship,truck
ship,0.9588002838515517,0.8106670595823003,0.8757885611498856,0.8388287861690698,0.838089726109122,0.826766102815861,1.0,0.8510594803222096
truck,0.8937809601758588,0.9289961159813893,0.8382468996058183,0.8189723031721783,0.8125691150720993,0.8323906655612252,0.8750439404314309,1.0
