,airplane,automobile,deer,dog,frog,horse
frog,0.6768416372083131,0.5533756960662674,0.9617495039088234,0.892216366766243,1.0,0.9158167960503532
horse,0.7103424451365067,0.4448941618384217,0.9716938762704942,0.9638366354186373,0.9092328813359403,1.0
