,airplane,automobile,deer,dog,frog,horse,ship,truck
ship,0.9568573027127671,0.7997559737468208,0.8671356282829599,0.8386827735850795,0.8433747022260432,0.8335577240587643,1.0,0.8606358953875652
truck,0.8954250583823278,0.9267264724887485,0.8298303863096573,0.8136133465581024,0.8138419107302478,0.8354294247903222,0.8851334007405939,1.0
