,airplane,automobile,deer,dog,frog,horse,ship,truck
ship,0.9691500534769381,0.8423487704534343,0.8634350081078317,0.8169924266879487,0.8284107201571763,0.8238212711398702,1.0,0.8558417499768005
truck,0.8937923649342374,0.9516940490640681,0.8318878570799684,0.807197687859084,0.7936342855676088,0.8408537183466127,0.8809400371484207,1.0
