,airplane,automobile,deer,dog,frog,horse
frog,0.7980924470103818,0.635488364839448,0.9000705656028796,0.8569264085122505,1.0,0.80942221403504
horse,0.8717495826515904,0.5328034335272451,0.9345646275470483,0.9162483084753115,0.7446340477988048,1.0
