,airplane,automobile,deer,dog,frog,horse
frog,0.7944172940039147,0.695564582235628,0.8854020957854296,0.8415277473533778,1.0,0.7830882806216498
horse,0.862582743833716,0.6226044186765063,0.9203719458599322,0.9014712837418632,0.6929696078879821,1.0
