,airplane,automobile,deer,dog,frog,horse
frog,0.8146748882106853,0.6464064716650743,0.8982137639917948,0.8388494116580676,1.0,0.801855464474378
horse,0.8512174270185218,0.5663719653947434,0.929102539097959,0.9031466805703838,0.7501613879183919,1.0
