,airplane,automobile,deer,dog,frog,horse,ship,truck,bird,cat
bird,0.9531889287633161,0.740722545499644,0.9691946986479643,0.9496864050630488,0.9430302964723548,0.9032838120276125,0.8628600767597753,0.7113908245766123,1.0,0.9666424121896721
cat,0.9187190212448291,0.73815762626397,0.9655938505929997,0.9859692703040724,0.9450201847577357,0.9163842566148194,0.8452926429319348,0.7196617187398987,0.9652014285497402,1.0
