,airplane,automobile,deer,dog,frog,horse,ship,truck,bird,cat
bird,0.9084276896919091,0.7153392160986964,0.9848471300344042,0.962355317434365,0.9358050702833982,0.9301809569584428,0.8368871285110102,0.739333293217638,1.0,0.986824197770136
cat,0.8827979942187404,0.7289901496357499,0.9713811934995905,0.9890582914002766,0.9281277769491221,0.9354153573988555,0.8167524933372681,0.7598388100984939,0.9876379334619031,1.0
