,airplane,automobile,deer,dog,frog,horse
frog,0.6867802028241131,0.651685134071018,0.9353850862271706,0.8745911731833169,1.0,0.8515584036943814
horse,0.7237181398430996,0.5377339532750439,0.9594966153050983,0.9541543399339286,0.8248969516428295,1.0
