,airplane,automobile,deer,dog,frog,horse,ship,truck
ship,0.9746784316620638,0.8885868561232175,0.8214045422124931,0.8038971580779772,0.7848031464067231,0.830443833271208,1.0,0.8961860322463171
truck,0.8879088810109996,0.9781785813147609,0.8069520217503336,0.8008793373824115,0.7994962036435013,0.8261823765454793,0.9004025983525137,1.0
