,airplane,automobile,deer,dog,frog,horse
frog,0.798917596551781,0.6866637732747884,0.8837576632364028,0.8514193319768617,1.0,0.7792416349601661
horse,0.856288114504377,0.6373685566966321,0.9014751262589628,0.9059651066139386,0.6989030959260896,1.0
