,airplane,automobile,deer,dog,frog,horse
frog,0.804911475160215,0.6902329125410422,0.8774816031681825,0.8478903800438671,1.0,0.7794836290866933
horse,0.8639098702862709,0.630184994846154,0.9120015376898502,0.8973348008133131,0.6965687963644119,1.0
