,airplane,automobile,deer,dog,frog,horse
frog,0.8180131905179154,0.6245436494683059,0.8970958529305059,0.8454471691663294,1.0,0.8149001379169434
horse,0.8716087499326327,0.5146488406537862,0.9404295038459242,0.9150107008367734,0.7583022047308834,1.0
