,airplane,automobile,deer,dog,frog,horse,ship,truck
ship,0.9602477058502754,0.812304877539985,0.8693773390723579,0.8420070456245374,0.839272522545607,0.8250957113003188,1.0,0.8516947980669184
truck,0.8930595144605605,0.9312098364678398,0.8340413595578277,0.822647747634796,0.8152567189392375,0.8305244261641653,0.8732603967755732,1.0
