,airplane,automobile,deer,dog,frog,horse
frog,0.7121845860705506,0.6145419302235805,0.9399037296893736,0.8825370971395646,1.0,0.8508326568769305
horse,0.7392808944479035,0.5165317986529361,0.9592673153007963,0.9534691082763437,0.8314508833220202,1.0
