,airplane,automobile,deer,dog,frog,horse
frog,0.8098237227405348,0.6562620308848557,0.8908413099281639,0.8365323460419911,1.0,0.8065405904044546
horse,0.8652596891827795,0.559958745635988,0.9405527651223253,0.9043760334489814,0.7298527666099257,1.0
