,airplane,automobile,deer,dog,frog,horse
frog,0.806327235708838,0.6699469851767283,0.8887238275465633,0.8456689821725771,1.0,0.7893329693952933
horse,0.8559264124096707,0.6192545717195386,0.9047499531820679,0.8950752309377236,0.7249938317509994,1.0
