,airplane,automobile,deer,dog,frog,horse,ship,truck,bird,cat
bird,0.9445732927531544,0.7708702793393284,0.9613226234979901,0.9216189883741409,0.9351785306485986,0.8903104432331064,0.864476745307606,0.7600211140847751,1.0,0.9516279827613002
cat,0.9001530161354813,0.7670043701672541,0.9546562570552164,0.9765103964265737,0.9351228101062327,0.9056957841040596,0.8399548334023406,0.7695212337345003,0.9513812988683412,1.0
