,airplane,automobile,deer,dog,frog,horse,ship,truck
ship,0.9621303674543716,0.8044072094002799,0.8720811783932798,0.8452729837916908,0.8369103175375764,0.8262144187860198,1.0,0.8529835246367818
truck,0.895692451127468,0.9280640688533355,0.8341377109522998,0.8235971662283993,0.8133808658420889,0.8299976214260362,0.8751301155703723,1.0
