,airplane,automobile,deer,dog,frog,horse,ship,truck
ship,0.9835062914196422,0.9123425751324616,0.8007823097512736,0.787788902189277,0.7645818639277143,0.819488288995467,1.0,0.9315097685841642
truck,0.9090678794628118,0.9730675640092957,0.7977296622575143,0.7886793198313808,0.7872753898536935,0.8217654084457943,0.9224147761395097,1.0
