,airplane,automobile,deer,dog,frog,horse,ship,truck,bird,cat
bird,0.9279569622946453,0.7637376671215002,0.9805297342626837,0.9445863634687889,0.9606738658542212,0.9096886193206766,0.8383660127951291,0.6992896413704505,1.0,0.9751711335119045
cat,0.8906558743779053,0.7714890247519621,0.9680602060469062,0.9849474136032862,0.9506640824697098,0.9164533910778814,0.821856247503382,0.720495368808487,0.9753783913604799,1.0
