,airplane,automobile,deer,dog,frog,horse,ship,truck,bird,cat
bird,0.88450110497563,0.7161960827251515,0.9929475127055689,0.987241482475656,0.989014480913468,0.9380231833301692,0.7988455157910945,0.7004784745361845,1.0,0.9927521625470774
cat,0.8654442146549159,0.7223677593447448,0.9905509177215444,0.9978402913697402,0.988292571961081,0.9416662025678161,0.7864821816486622,0.7143172818464454,0.99303857888505,1.0
