,airplane,automobile,deer,dog,frog,horse,ship,truck
ship,0.9760806757895121,0.9074766574571291,0.8248722870883307,0.7910473294072017,0.7899281764438422,0.8131842152831364,1.0,0.8974106585308477
truck,0.888377339305167,0.9755614181376084,0.8191071581793741,0.7929002057182337,0.7950193641838466,0.8307058301599778,0.8983286843157923,1.0
