,airplane,automobile,deer,dog,frog,horse,ship,truck
ship,0.9640678891079705,0.7980408859628778,0.8736013080348337,0.8489651347255167,0.8397176376860076,0.8313313502800816,1.0,0.8442757942027121
truck,0.8904123232400433,0.9302362139015411,0.8308253997716283,0.82705105227498,0.8145849935567049,0.8316211109829155,0.875268906272187,1.0
