,airplane,automobile,deer,dog,frog,horse
frog,0.6982206530452094,0.6294428425325473,0.9368591185716684,0.8891939510428457,1.0,0.846283434807729
horse,0.7355495834204513,0.5351176695085078,0.9563209074753386,0.9548291602015938,0.8181826793941085,1.0
