,airplane,automobile,deer,dog,frog,horse,ship,truck
ship,0.9619750892116369,0.8063652718679807,0.878295064396654,0.8398570515113943,0.8179231061877799,0.8343223701120909,1.0,0.8612620467124634
truck,0.8989264880583763,0.9293077416890101,0.8373196021959121,0.8177259104714023,0.795839467978027,0.8362006037537048,0.8846801858535674,1.0
