,airplane,automobile,deer,dog,frog,horse
frog,0.8091100070968655,0.6754782313722776,0.883384560495355,0.8486388441819649,1.0,0.783388356853537
horse,0.859303332544918,0.6222433734537389,0.9044651997068701,0.8976481338336072,0.7163399604608658,1.0
