,airplane,automobile,deer,dog,frog,horse,ship,truck,bird,cat
bird,0.9878176620041472,0.7182862247469965,0.9988162201480294,0.8726976981304465,0.8812857933065217,0.8916434292228577,0.9699057682343797,0.8347655216237923,1.0,0.844781682582829
cat,0.7434981240907583,0.9773536231258086,0.8214077466904092,0.9981182009333409,0.9913267419648063,0.9942377879388165,0.6514740268536752,0.996604515925105,0.82597923247728,1.0
