,airplane,automobile,deer,dog,frog,horse
frog,0.7757887244122169,0.7211720831526618,0.8761910916355566,0.8370646353040162,1.0,0.7897834654955486
horse,0.8865182889514116,0.6096705633415219,0.9347910602769559,0.9172517013524191,0.6517683860776915,1.0
