,airplane,automobile,deer,dog,frog,horse,ship,truck
ship,0.9644131467231202,0.8167952552169091,0.8648358759814958,0.8420769627115606,0.8282184381195605,0.8375985416176619,1.0,0.8460617796296919
truck,0.8907473040779136,0.937501509365098,0.8304089473236398,0.8187212752980232,0.8036980800248685,0.8420749337772364,0.8768479501332207,1.0
